idasso	identifiant	type	datedeclaration	lieu_declaration	cp	titre	ancien_titre	nouveau_titre	objet	nouvel_objet	additif_objet	themes	siege_social	web	email	dateparution	numparution	page_debut	page_fin
			01/12/2004	Déclaration à la préfecture d'Ille-et-Vilaine. 	35012	UNION REGIONALE DES RETRAITÉS C.F.D.T. DE BRETAGNE (URR-CFDT DE BRETAGNE). 			représenter les U.T.R. de Bretagne au niveau de l'U.C.R. et de l'U.R.I. ; mettre en oeuvre la politique d'action syndicale régionale conformément aux décisions du congrès et aux aspirations des U.T.R. qui la composent ; représenter les retraités C.F.D.T. de Bretagne auprès des instances publiques et politiques régionales, conseil régional, préfet de région, Corerpa et toutes instances et organismes régionaux qui concernent l'expression et la vie des retraités. 			12,10	rue de la Barbotière, CS 31216, 35012 Rennes Cedex			25/12/2004	20040052	5798	
			2/12/2004	Déclaration à la préfecture d'Ille-et-Vilaine. 	35340	RÉCRÉ VÉLO. 			découvrir le vélo de façon ludique, donner et faire partager notre passion auprès de personnes désireuses de se balader à vélo. 			11	6, rue Jean-Bart, 35340 Liffré			25/12/2004	20040052	5798	
			17/10/2004	Déclaration à la sous-préfecture de Saint-Malo. 	35800		ASSOCIATION DES USAGERS DU PORT ET DE LA BAIE DU PRIEURE DE DINARD.	ASSOCIATION DE DEFENSE DES USAGERS DU PORT DE PLAISANCE DE DINARD. 		défendre tous les adhérents usagers du port de plaisance, individuels ou déjà regroupés en association ou structures, intéressées par son objet, en ce qui concerne le fonctionnement de celui-ci, les services rendus actuels et futurs, les tarifs pratiqués actuels et futurs ; informer ses adhérents de toutes les questions concernant le port de plaisance et pouvant les intéresser (budget annexe en particulier de ce service public industriel et commercial) ; obtenir et veiller à une amélioration permanente des installations mises à la disposition des usagers tels le dragage du chenal et de la souille et l'entretien optimal des installations ; représenter ses adhérents en tant qu'interlocuteurs, reconnus et naturels, auprès des gestionnaires et des pouvoirs publics, dans les différentes structures administratives existantes ou futures, quelle que soit l'évolution du port de plaisance et auprès de toute autre association amicale ou structure s'intéressant à la vie du port de plaisance... ; veiller aux intérêts de tous ses adhérents dans le cadre de leurs droits légitimes et des prestations qui leur sont dues. 		6,10,7	24, rue du Plateau-de-la-Mettrie, 35800 Dinard	http://aupdinard.free.fr	aupdinard@free.fr	25/12/2004	20040052	5798	
			28/10/2004	Déclaration à la préfecture d'Ille-et-Vilaine. 	35000	ASSOCIATION FORME ET DETENTE DES RETRAITÉS. 						11	13, place du Landrel, 35000 Rennes			25/12/2004	20040052	5798	
			8/11/2004	Déclaration à la préfecture d'Ille-et-Vilaine. 	35000	ASSO CADENCE. 						99	44 bis, rue Sainte-Marthe, 29600 Morlaix		assocadence@yahoo.fr	25/12/2004	20040052	5798	
			9/11/2004	Déclaration à la préfecture d'Ille-et-Vilaine. 	35700		KHI CONG DE RENNES.	CLUB HOALU. 		pratique du viet vo dao. 		15	12, rue Emile-Bernard, 35700 Rennes			25/12/2004	20040052	5798	
			15/11/2004	Déclaration à la préfecture d'Ille-et-Vilaine. 	35230	ASSOCIATION DES CHASSEURS DE LA FORET DE LA GUERCHE-DE-BRETAGNE. 						15	rue de la Gare, 35130 La Guerche-de-Bretagne			25/12/2004	20040052	5798	
			18/11/2004	Déclaration à la préfecture d'Ille-et-Vilaine. 	35750		PETIT THEATRE MUSICAL.	THEATRE MUSICAL POPULAIRE DE BRETAGNE. 				5	Les Tesnières, forête de Brocéliande, 35750 Iffendic			25/12/2004	20040052	5798	
			25/11/2004	Déclaration à la préfecture d'Ille-et-Vilaine. 	35290	SOCIETE D'EDUCATION PHYSIQUE DE QUEDILLAC. 				pratique des activités sportives et culturelles, en compétition ou loisirs ; développement de la cohésion sociale, du sens des responsabilités et de la citoyenneté, particulièrement chez les jeunes. 		15,5	salle du patronage, 10, rue du Bois-Rome, 35290 Quédillac			25/12/2004	20040052	5798	
			29/11/2004	Déclaration à la sous-préfecture de Redon. 	35600		ASSOCIATION D'EDUCATION POPULAIRE ET D'ENSEIGNEMENT CATHOLIQUE (A.E.P.E.C.).	ORGANISME DE GESTION DES ECOLES CATHOLIQUES (O.G.E.C.). 				14,5	presbytère de Bains, 14, rue de La Poste, 35600 Bains-sur-Oust		ecole-st-joseph@worldonline.fr	25/12/2004	20040052	5798	
			29/11/2004	Déclaration à la sous-préfecture de Fougères. 	35133	METRONOME ET CONTREPOINT. 						5	3 ter, avenue Stalingrad, 95100 Argenteuil			25/12/2004	20040052	5799	
			3/12/2004	Déclaration à la sous-préfecture de Fougères. 	35300	LE PAYS. 						99	17, rue de la Rouërie, 35300 Fougères			25/12/2004	20040052	5799	
			6/12/2004	Déclaration à la préfecture de l'Indre. 	36000	AMICALE DEPARTEMENTALE DES ANCIENS DE L'U.N.E.G. 			défense des intérêts matériels et moraux des anciens évadés de guerre. 			1,6	84, rue des Etats-Unis, 36000 Châteauroux			25/12/2004	20040052		
			23/11/2004	Déclaration à la sous-préfecture de La Châtre. 	36230	COMITE DE JUMELAGE OEKENE-SARZAY. 			entretenir un contact chaleureux entre le Gardeboecomité de OEkene en Belgique et la population de Sarzay, en échangeant nos cultures, spécialement au moment de nos fêtes respectives. 			5	mairie, 3, place Raymond-Plique, le bourg, 36230 Sarzay			25/12/2004	20040052	5799	
			24/11/2004	Déclaration à la sous-préfecture de La Châtre. 	36230	ENSEMBLE VOCAL A CAPELLA. 			pratique et développement du chant choral de toutes les époques et sous toutes ses formes. 			5,11	mairie, 1, place Clemenceau, 36230 Neuvy-Saint-Sépulchre			25/12/2004	20040052	5799	
			24/11/2004	Déclaration à la sous-préfecture d'Issoudun. 	36210	DEVELOPPEMENT ARTISANAL DU VILLAGE DE PARPEÇAY. 			développement et promotion de l'artisanat de Parpeçay. 			5	mairie, 1, place Léon-Valin, 36210 Parpeçay			25/12/2004	20040052	5799	
			29/11/2004	Déclaration à la sous-préfecture d'Issoudun. 	36100	TUNE'N BASS TEAM. 			organiser des réunions mensuelles, afin que les membres puissent communiquer leur passion ; organiser des sorties diverses (salons, meetings, circuits...) ; obtenir des remises chez nos différents partenaires, y entretenir entre ses membres des relations d'amitié et de bonne camaraderie, sans esprit de compétition. 			11,15	Pouillault, 36100 Lizeray		tuco.36@caramail.com	25/12/2004	20040052	5799	
			30/11/2004	Déclaration à la sous-préfecture du Blanc. 	36800	SATANAS TEAM. 			pratique du sport automobile sur circuit et sur route et notamment toutes les compétitions régionales, nationales et internationales ; promouvoir, assurer la préparation et sa maintenance avant, pendant et après les compétitions ; recueillir les fonds d'adhérents et des sponsors ; faire des achats et tout ce qui est nécessaire pour parvenir à proposer aux pilotes et copilotes les meilleurs véhicules afin de les aider à gagner toutes les compétitions auxquelles ils participeront. 			15	24, rue du 19-Mars-1962, 36800 Saint-Gaultier			25/12/2004	20040052	5799	
			01/12/2004	Déclaration à la sous-préfecture d'Issoudun. 	36100	AIKIDO DOJO CHATEAUROUX. 			enseignement et pratique de l'aïkido et des disciplines du budo. 			15	22, rue du 10-Septembre-1944, Avail, 36100 Issoudun			25/12/2004	20040052	5799	
			01/12/2004	Déclaration à la préfecture de l'Indre. 	36110	MUSIQUES ET RENCONTRES. 			organisation, production, diffusion de spectacles, d'expositions et d'événements ; promotion d'actions culturelles telles que des ateliers de théâtre et de musique et la formation y afférente ; l'organisation d'activités favorisant  les rencontres. 			5,11	27 bis, rue du Grand-Faubourg, 36110 Levroux			25/12/2004	20040052	5799	
			29/11/2004	Déclaration à la sous-préfecture d'Issoudun. 	36100	ESPRIT T.C. 				favoriser toutes les initiatives qui concourent au développement des projets étudiants au département technique de commercialisation de l'I.U.T. de l'Indre. 		7,10,8	I.U.T. de l'Indre, département T.C., rue Georges-Brassens, 36100 Issoudun			25/12/2004	20040052	5799	
			29/11/2004	Déclaration à la sous-préfecture du Blanc. 	36300	ASSOCIATION DES DELEGUES MEDICAUX DE L'INDRE (A.D.M.I. 36). 						13	53/18, rue de Belle-Isle, 36000 Châteauroux			25/12/2004	20040052	5799	
			6/12/2004	Déclaration à la préfecture de l'Indre. 	36000	UNION NATIONALE DES EVADES DE GUERRE - SECTION INDRE. 						1,14	84, rue des Etats-Unis, 36000 Châteauroux			25/12/2004	20040052		
			9/12/2004	Déclaration à la préfecture de l'Indre. 	36000	ASSOCIATION DU MEMORIAL DE L'INDRE DES ANCIENS COMBATTANTS D'AFRIQUE DU NORD 1952-1962. 						1,14	maison des associations, espace Mendès-France, 36000 Châteauroux			25/12/2004	20040052		
			19/07/2004	Déclaration à la sous-préfecture de La Châtre. 	36200	AMICALE SPORTIVE BADECON-LE-PIN - CHAVIN. 						11,15	mairie, 36200 Badecon-le-Pin			25/12/2004	20040052	5799	
			22/11/2004	Déclaration à la sous-préfecture de Loches. 	37600	G.G.R. AUTOMOBILE. 			répandre le goût des sports mécaniques par la pratique de l'automobile sous toutes ses formes, étudier les questions de nature à en favoriser le développement sur le plan régional et de mettre à la disposition de ses membres toutes les facilités qui leur permettront d'en exercer la pratique. 			15	8, rue des Jardins, 37600 Saint-Jean-Saint-Germain			25/12/2004	20040052	5799	
			23/11/2004	Déclaration à la préfecture d'Indre-et-Loire. 	37550	TEAM COGNAGE. 			réunir les personnes désirant pratiquer la moto sur circuit et leur permettre de faire la promotion de ce sport. 			15	6, rue de La Fosse-Lorette, 37550 Saint-Avertin			25/12/2004	20040052	5799	
			24/11/2004	Déclaration à la préfecture d'Indre-et-Loire. 	37305	AMICALE DES PROFESSEURS DE FINITION. 			créer et développer des liens de communication entre les professeurs et les formateurs techniques de finition qui sont actuellement en poste ainsi que les professeurs et formateurs retraités, selon les statuts et règles de fonctionnement dûment explicités sur les copies ci-jointes. 			10	6, place de la Marne, B.P. 526, 37305 Joué-lès-Tours Cedex		tillardch@wanadoo.fr	25/12/2004	20040052	5799	
			24/11/2004	Déclaration à la préfecture d'Indre-et-Loire. 	37100	SHOW DANCE ORPHELIA. 			intéresser jeunes filles et garçons à l'art du rythme de la danse et développer chez eux l'esprit de discipline de groupe. 			5	impasse de Parcay, Tours, Nord, 37100 Tours			25/12/2004	20040052	5799	
			24/11/2004	Déclaration à la préfecture d'Indre-et-Loire. 	37300	CERCLE CULTUREL LOIRE ET SAGESSE. 			étude de la philosophie, pratique de la solidarité, recherche du perfectionnement intellectuel, organisation de réunions et manifestations répondant à ces objectifs. 			10,14	88, rue de Chantepie, 37300 Joué-lès-Tours			25/12/2004	20040052	5799	
			25/11/2004	Déclaration à la préfecture d'Indre-et-Loire. 	37600	ECOLE DE PECHE DU VAL DE L'INDRE (E.P.V.I.). 			permettre aux pêcheurs débutants, à l'issue de leur formation, de pratiquer la pêche en ayant un comportement autonome et responsable vis-à-vis de la nature, des autres usagers, du milieu aquatique et d'eux-mêmes ; transmettre l'éthique de la pêche associative, fondée sur le respect du poisson, la conscience du caractère fragile et irremplaçable du milieu aquatique, le respect de soi-même et d'autrui, la connaissance du rôle des associations agréées de pêche. 			11,15,9	place de l'Hôtel-de-Ville, 37600 Loches			25/12/2004	20040052	5799	
			26/11/2004	Déclaration à la préfecture d'Indre-et-Loire. 	37240	ECOLE DE MUSIQUE COMMUNAUTAIRE DU GRAND LIGUEILLOIS. 			promouvoir, développer l'éveil et l'éducation musical, contribuer à pérenniser les harmonies (sociétés de musique locale) en dispensant l'enseignement individuel et collectif de la musique et de présenter les élèves aux examens de fin d'année. 			5	4, rue des Martyrs, 37240 Ligueil			25/12/2004	20040052	5800	
			26/11/2004	Déclaration à la préfecture d'Indre-et-Loire. 	37340	U.S.E.P. D'AMBILLON, UNION SPORTIVE DES ECOLES PRIMAIRES D'AMBILLON. 			oeuvrer au sein de l'école primaire pendant et hors temps scolaire ; elle permet de faire découvrir des activités sportives aux enfants tout en développant chez eux la solidarité, le respect des différences, le respect des règles ; les enfants, les parents et les enseignants gérent ensemble la vie de l'association. 			15	1, rue des Ecoles, 37340 Ambillon			25/12/2004	20040052	5800	
			26/11/2004	Déclaration à la préfecture d'Indre-et-Loire. 	37110	ASSOCIATION DE JUMELAGE DUNASZEKCSO-LE BOLLAY (A.J.D.B.). 			favoriser les échanges scolaires, culturels et sociaux entre Le Boulau et Dunaszekcso. 			14,5,8	mairie, 37110 Le Boulay			25/12/2004	20040052	5800	
			30/11/2004	Déclaration à la préfecture d'Indre-et-Loire. 	37500	CENTRE INITIATIVE RESEAU (C.I.R.). 			compléter efficacement les actions des plates-formes d'initiative locale de la région Centre en établissant et conduisant des programmes communs au P.F.I.L. adhérentes et organisant des réunions d'échanges d'expériences en cohérence avec le programme F.I.R., conduisant à la demande des partenaires de P.F.I.L. adhérentes, des travaux utiles à l'ensemble du réseau. 			10	6, quai Charles-VII, 37500 Chinon		pfil3702@magic.fr	25/12/2004	20040052	5800	
			2/12/2004	Déclaration à la préfecture d'Indre-et-Loire. 	37420	ASSOCIATION DE LA MAISON DE SANTE DU VERON. 			représenter légalement l'ensemble des professionnels de santé du Véron devant les institutionnels et tout interlocuteur concerné par le projet de la maison de santé du Véron ; promotion, structuration et organisation des soins médicaux et paramédicaux entre l'ensemble des professionnels de santé exerçant sur communauté de communes du Véron et l'ensemble des correspondants spécialites médicaux chirurgicaux ; servir d'intermédiaire entre les membres et organismes aux personnes suceptibles de participer à ces actions : universités, hôpitaux, caisses, institution et autres intervenants et organismes. 			13	17, rue des Ecoles, 37420 Avoine			25/12/2004	20040052	5800	
			18/10/2004	Déclaration à la préfecture d'Indre-et-Loire. 	37170	ASSOCIATION DE PARENTS INDEPENDANTS DE CHAMBRAY-LES-TOURS (APIC). 						6,8,14	3, rue de la Berchottière, 37170 Chambray-lès-Tours			25/12/2004	20040052	5800	
			23/11/2004	Déclaration à la préfecture d'Indre-et-Loire. 	37200	CLUB FONTENOIS DE PETANQUE. 						15	7, square Jean-Louis-Forain, 37200 Tours			25/12/2004	20040052	5800	
			24/11/2004	Déclaration à la préfecture d'Indre-et-Loire. 	37250	COULEURS DU TEMPS. 						5,14	1, rue du Vivarais, 69330 Meyzieu			25/12/2004	20040052	5800	
			25/11/2004	Déclaration à la sous-préfecture de Loches. 	37350	CHORALE DU VAL-DE-CREUSE. 						5	50, Grande-Rue, 37350 Barrou			25/12/2004	20040052	5800	
			25/11/2004	Déclaration à la préfecture d'Indre-et-Loire. 	37300	ASSOCIATION DES AMIS DU PONEY-CLUB LA GALOPADE (LA GALOP'ADA). 				apporter au poney-club la Galopade, une aide logistique dans les domaines suivants : participation à l'organisation des différentes compétitions équestres organisées par le poney-club ; journée annuelle du poney et du cheval ; anniversaire du poney-club ; toute activité autour du poney et du cheval, privilégiant les contacts avec la nature, au profit des enfants ; développer la convivialité entre les parents des enfants et/ou cavaliers du poney-club. 		11,10	la Bouchardière, 37300 Joué-lès-Tours			25/12/2004	20040052	5800	
			25/11/2004	Déclaration à la préfecture d'Indre-et-Loire. 	37540	FORUM 5.37. 						99	52, rue Bretonneau, 37540 Saint-Cyr-sur-Loire			25/12/2004	20040052	5800	
			26/11/2004	Déclaration à la préfecture d'Indre-et-Loire. 	37100	FEDERATION DEPARTEMENTALE DU MOUVEMENT CHRETIENS DANS LE MONDE RURAL. 						4	5, rue Babochert, 37000 Tours			25/12/2004	20040052	5800	
			29/11/2004	Déclaration à la sous-préfecture de Chinon. 	37190	CORPS ET ACCORDS. 				proposer sous différents types d'interventions, ceci afin de promouvoir des activités musicales, artistiques et culturelles, à travers d'événements auprès de tout public, dans des stuctures d'éducation nationale, populaires ou privées ; créer un lien social à travers des rencontres et des échanges entre des personnes d'âge et de milieu et cultures différentes ; créer et organiser sous forme de manifestations artistiques, des spectacles en milieu rural ; travailler l'expression scénique, en vue de préparer ses adhérents aux divers concours de chant et de préparation à la scène ; conseiller en conception et réalisation de projets d'artistes membres de toutes nationalités et disciplines confondues, organisations, promotions, communication d'évènements, de spectacles ou de manifestations faisant l'objet d'un projet artistique. 		5	Leforand Mazerolle, 37190 Saché		corps.accords@tiscali.fr	25/12/2004	20040052	5800	
			2/12/2004	Déclaration à la sous-préfecture de Chinon. 	37220	ASSOCIATION SPORTIVE KARTING LOCHOIS (A.S.K.). 						15	2, rue des Pierres-Levées, 37600 Saint-Jean-Saint-Germain			25/12/2004	20040052	5800	
			2/12/2004	Déclaration à la sous-préfecture de Chinon. 	37130		ECOLE DE MUSIQUE DE LA DOUVE.	ECOLE MUSICA-LOIRE. 				5	espace culturel la Douve, 21, rue Jeanne-d'Arc, 37130 Langeais			25/12/2004	20040052	5800	
			11/03/2002	Déclaration à la préfecture d'Indre-et-Loire. 	37300	LA BOÎTE A MUSIQUE. 						5,14	école maternelle Balzac-Lamartine, rue d'Amboise, 37300 Joué-lès-Tours			25/12/2004	20040052	5800	
			6/09/2004	Déclaration à la préfecture d'Indre-et-Loire. 	37250	AMICALE MOTOCYCLISTE DU VAL-DE-LOIRE. 						11,15	la Martin, 37250 Sorigny			25/12/2004	20040052	5800	
			8/09/2004	Déclaration à la préfecture d'Indre-et-Loire. 	37530	ASSOCIATION POUR LE DEVELOPPEMENT DE L'INFORMATIQUE. 						10	salle associative, 10, place de l'Eglise, 37530 Saint-Ouen-les-Vignes			25/12/2004	20040052	5800	
			16/09/2004	Déclaration à la préfecture d'Indre-et-Loire. 	37540	ASSOCIATION DE DEFENSE DES RESIDANTS DE LA RONCERAIE. 						6	16-17, rue Henri-Lebrun, 37540 Saint-Cyr-sur-Loire			25/12/2004	20040052	5800	
			18/11/2004	Déclaration à la préfecture d'Indre-et-Loire. 	37170	ASSOCIATION VERT ET BLEU TOURAINE (A.V.B.T.). 						99	12, rue de Joué, maison des associations, 37170 Chambray-lès-Tours			25/12/2004	20040052	5801	
			20/11/2004	Déclaration à la préfecture d'Indre-et-Loire. 	37150	AMICALE DES ACCEDANTS A LA PROPRIETE DE BLERE, LE REFLESSOIR ET CULOISON. 						11,6	mairie, route de Loches, 37150 Bléré			25/12/2004	20040052	5801	
			24/11/2004	Déclaration à la préfecture d'Indre-et-Loire. 	37100	ASSOCIATION EUROPE ENSEMBLE. 						99	15, rue de la Bassec, 37100 Tours			25/12/2004	20040052	5801	
			2/12/2004	Déclaration à la sous-préfecture de Chinon. 	37130	LA LYRE DE CINQ-MARS. 						5	mairie, 37130 Cinq-Mars-la-Pile			25/12/2004	20040052	5801	
			2/12/2004	Déclaration à la préfecture de l'Isère. 	38250	CAFE LECTURE A CORRENÇON. 			promotion de la lecture et de l'écriture à Corrençon (et dans le Vercors) ; organisation de manifestations culturelles (littéraires, artistiques et musicales). 			5,11	relais des Deux Moucherolles, le village, 38250 Corrençon-en-Vercors		martine.lopez@caramail.com	25/12/2004	20040052		
			2/12/2004	Déclaration à la préfecture de l'Isère. 	38160	LES FRUITS RETROUVES. 			recherche, sauvegarde, promotion des variétés fruitières régionales ; aide à la conception, création et entretien d'un verger ; découverte. 			9	mairie, 38160 Beauvoir-en-Royans			25/12/2004	20040052		
			2/12/2004	Déclaration à la préfecture de l'Isère. 	38100	LES OISEAUX DE COMBE CLAUSE. 			adopter, protéger, soigner les volatiles domestiques ou sauvages quels qu'ils soient, favoriser leur reproduction, les relâcher dans leur milieu naturel si possible ou leur trouver un nouveau maître en cas d'abandon dès que ses moyens le lui permettront ; l'association prévoira un terrain de préférence en moyenne montagne avec des volières, abris et tout ce qui sera nécessaire. 			2	24, rue de Stalingrad, 38100 Grenoble			25/12/2004	20040052		
			2/12/2004	Déclaration à la préfecture de l'Isère. 	38590	GENERATION BRISEE. 			organiser des manifestations afin de défendre la cause des enfants déportés de la Réunion. 			11,14,6	12, rue Pierre-de-Coubertin, 38590 Saint-Etienne-de-Saint-Geoirs			25/12/2004	20040052		
			2/12/2004	Déclaration à la préfecture de l'Isère. 	38100	ASSOCIATION DES LOCATAIRES DES COLIBRIS (A.L.CO.). 			défendre, valoriser la qualité de vie des locataires handicapés, des personnes valides et celle de leurs enfants. 			14,6	97, galerie de l'Arlequin, maison de quartier, 38100 Grenoble			25/12/2004	20040052		
			2/12/2004	Déclaration à la préfecture de l'Isère. 	38400	ASSOCIATION DU MASTER DES ETUDIANTS EN DROIT INTERNATIONAL ET EUROPEEN - AMEDIE. 			création d'un réseau d'anciens élèves du master Etudes internationales et européennes ; organiser des actions contribuant à une information sur l'Europe et promotion de l'idée européenne ; fournir à ses membres des supports pédagogiques ainsi qu'une organisation d'animations. 			8,11,14	U.P.M.F., institut de recherche espace Europe Lesice, 151, rue des Universités, 38400 Saint-Martin-d'Hères			25/12/2004	20040052		
			2/12/2004	Déclaration à la préfecture de l'Isère. 	38000	RES-OS-OFFRES-GRENOBLE RESEAU OSTEOPOROSE GRENOBLE. 			promouvoir toutes les formes d'organisation de soins, type réseau multidisciplinaire, pour améliorer la prise en charge de l'ostéoporose. 			10,13,14	centre de rhumatologie, 25, boulevard Aguffe-Sembat, 38000 Grenoble			25/12/2004	20040052		
			2/12/2004	Déclaration à la préfecture de l'Isère. 	38760	AMICALE DE LA 27e COMPAGNIE DE COMMANDEMENT ET DE TRANSMISSIONS DE MONTAGNE. 			promotion et cohésion au sein de la 27e compagnie de commandement et transmission de montagne. 			14	quartier de Reynies, B.P. 08, 38760 Varces Cedex			25/12/2004	20040052		
			2/12/2004	Déclaration à la préfecture de l'Isère. 	38100	X-CITED. 			création de projets artistiques, production de divertissements, animations et spectacles divers, conception, réglage, montage, filage et gérance d'événements en France et à l'étranger. 			10,5,11	5, allée de la Pelouse, 38100 Grenoble		eduardo.st@voila.fr	25/12/2004	20040052		
			3/12/2004	Déclaration à la préfecture de l'Isère. 	38100	HABITER SON CORPS. 			proposer une relation d'aide par le toucher corporel et l'écoute verbale. 			13,14	12, allée des Genêts, 38100 Grenoble			25/12/2004	20040052		
			3/12/2004	Déclaration à la préfecture de l'Isère. 	38160	ACCRO-ROC. 			pratique de l'éducation physique et des sports et plus particulièrement l'activité de l'escalade. 			15	4 ter, rue de la Liberté, 38160 Saint-Marcellin		accro@voila.fr	25/12/2004	20040052		
			3/12/2004	Déclaration à la préfecture de l'Isère. 	38750	ALPE PROMOTION. 			l'ensemble des hébergeurs et des prestataires du massif des Grandes-Rousses décident de se rassembler en association afin de se concerter sur le montage de produits touristiques, déterminer leur commercialisation, assurer les relais techniques avec les offices de tourisme de chaque station composant le massif ainsi qu'avec le délégataire de service public choisi pour assurer la mission de centrale de réservation de L'Alpe-d'Huez. 			7,10,14	office de tourisme, place Paganon, B.P. 28, 38750 Huez-en-Oisans			25/12/2004	20040052		
			3/12/2004	Déclaration à la préfecture de l'Isère. 	38320	ASSOCIATION POUR LE DEVELOPPEMENT DE L'ACCOMPAGNEMENT A LA PARENTALITE DES PERSONNES HANDICAPEES. 			développement de l'accompagnement à la parentalité des personnes handicapées. 			14	la Grange du Château, 38320 Eybens			25/12/2004	20040052		
			3/12/2004	Déclaration à la préfecture de l'Isère. 	38000	MAISON FRANCO-SLOVAQUE DE RHONE-ALPES. 			promotion et rapprochement de la France et de la Slovaquie par tous les moyens d'action qu'elle pourra trouver. 			5,14	19, rue Ponsard, 38000 Grenoble			25/12/2004	20040052		
			3/12/2004	Déclaration à la préfecture de l'Isère. 	38530	RELIEF ALPES. 			mise en oeuvre de tous moyens destinés à l'information et animation, formation, recherche, conception ; dans le but de promouvoir et d'appuyer notamment par l'image les actions sociales et culturelles dans les quartiers et les pays défavorisés et dans le domaine de la culture, de la santé, de l'urbanisme, de l'architecture et du développement local, mise en oeuvre de tous les moyens complémentaires au présent objet ; toutes prestations ne mettant pas en cause l'A.S.P. 			10,13,14	chemin de l'Alpette, Bellecombe, 38530 Chapareillan			25/12/2004	20040052		
			8/12/2004	Déclaration à la préfecture de l'Isère. 	38210	OULED DRISS TULLINS. 			échanger et favoriser l'entraide entre l'école d'Ouled-Driss et celle de Lucile-et-Camille-Desmoulins, à Tullins. 			11,14	école Lucile-et-Camille-Desmoulins, 9, avenue de la Gare, 38210 Tullins			25/12/2004	20040052		
			8/12/2004	Déclaration à la préfecture de l'Isère. 	38012	ASSOCIATION DES ANCIENS ELEVES DU LYCEE INTERNATIONAL EUROPOLE. 			favoriser les liens d'amitié et d'entraide entre les anciens élèves du lycée Europole par tous les moyens conformes aux statuts ; oeuvrer en outre pour le rayonnement et la renommée de l'établissement. 			11,14	lycée international Europole, 4, place de Sfax, 38012 Grenoble Cedex		aaeeuropole@yahoo.fr	25/12/2004	20040052		
			8/12/2004	Déclaration à la préfecture de l'Isère. 	38980	CONSCRIT 2006 DE VIRIVILLE. 			réunir les jeunes de la commune et des alentours dont l'âge avoisine celui de la majorité afin d'animer le village de Viriville grâce à diverses manifestations. 			11	mairie, 38980 Viriville		mairie-viriville@wanadoo.fr	25/12/2004	20040052		
			8/12/2004	Déclaration à la préfecture de l'Isère. 	38000	2 PAR-CI, 2 PAR-LA. 			échange culturel entre le Brésil et la France au travers la diffusion d'artistes brésiliens en France. 			5	6, cours Jean-Jaurès, 38000 Grenoble			25/12/2004	20040052		
			8/12/2004	Déclaration à la préfecture de l'Isère. 	38500	PLATE-FORME DE COMPETENCES CENTRE ISERE. 			coordination et mise en relation avec des donneurs d'ordres d'un groupe de professionnels en conseil et formation adaptés à tous les secteurs d'activités permettant : d'apporter un service privilégié de proximité, d'offrir un service global s'appuyant sur une plate-forme de compétences pluridisciplinaires, d'analyser la demande et d'apporter des réponses pertinentes personnalisées et de garantir réactivité, flexibilité et qualité de service, apporter les compétences pour accélérer le processus d'amélioration ; faire bénéficier les entreprises  des expériences de terrains. 			7,10,14	22, avenue Jules-Ravat, 38500 Voiron		plateforme@unirv.com	25/12/2004	20040052		
			8/12/2004	Déclaration à la préfecture de l'Isère. 	38100	CENTRE DE FORMATION DES METIERS DE LA GLACE GRENOBLE (CFMGG). 			régir, organiser et développer le centre de formation par apprentissage aux métiers de la glace et plus généralement toutes formations et relation avec ce secteur d'activité. 			7,14	patinoire Pôle Sud, avenue d'Innsbruck, 38100 Grenoble		cfmgg@wanadoo.fr	25/12/2004	20040052		
			8/12/2004	Déclaration à la préfecture de l'Isère. 	38100	INSTITUT SUPERIEUR DE FORMATION CHARMILLES. 			action de formation pour tout public, français et étrangers, en dehors du cadre de la formation en alternance. 			7,14	15, rue Montesquieu, 38100 Grenoble			25/12/2004	20040052		
			8/12/2004	Déclaration à la préfecture de l'Isère. 	38100	ASSOCIATION BIENHEUREUX. 			mettre en oeuvre une aide, un soutien, un accompagnement physique, moral et spirituel pour chaque moment difficile et éprouvant de la vie. 			5,14	1, rue Monge, 38100 Grenoble			25/12/2004	20040052		
			8/12/2004	Déclaration à la préfecture de l'Isère. 	38000	STYL'O'STYL. 			réunion de la musique, de la danse, de la parole et de toute forme d'expression libre à un même endroit et un même moment donné. 			5,11	Cap Berriat, 15, rue Georges-Jacquet, 38000 Grenoble	http://www.ch2.fr		25/12/2004	20040052		
			8/12/2004	Déclaration à la préfecture de l'Isère. 	38400	« RACINES » COLLECTIF POUR LA CONNAISSANCE ET LA VALORISATION DE LA CULTURE NOIRE. 			mobiliser le plus grand nombre de personnes physiques et morales pour faire connaître la culture noire, en assurer la promotion et la valorisation par différentes manifestations (festivals, conférences, soirées culturelles, fêtes, expositions...). 			5,11	50, rue Jean-Jacques-Rousseau, 38400 Saint-Martin-d'Hères			25/12/2004	20040052		
			9/12/2004	Déclaration à la préfecture de l'Isère. 	38610	DES L POUR LE MAROC. 			participation au raid humanitaire et sportif 4L Trophy, édition 2006. 			14,15	7, rue des Martinets, 38610 Gières			25/12/2004	20040052		
			9/12/2004	Déclaration à la préfecture de l'Isère. 	38660	BIBLIOTHEQUE ANGLOPHONE. 			promotion de la lecture en anglais et animation d'un espace d'expression anglophone. 			5,11,3	mairie, 700, Grande-Rue, 38660 Le Touvet		biblioanglophone@yahoo.com	25/12/2004	20040052		
